userNo,registerDays,completedBuyOrderNum,completedSellOrderNum,counterpartyCount,completedBuyOrderNumOfLatest30day
s95cdaa563ac8300997a7a36da2b87ff3,25,2,0,2,2
sf5e9cca8157a302097aa4611acd47c46,13,0,0,0,0
s8b1a9c91383536e7a431f47c95b9a0a3,14,0,1,1,0
s1e2eab45050937fba747c55295304d1e,13,0,0,0,0
sfa4d93d3b7183c49855591893088aba1,13,0,0,0,0
sd3a0e60ab24830ec8c6a0782e27d16ef,84,4,0,3,3
s4ac119d5505732639126f1c2dc5ffb78,1014,3,13,16,2
sd25bb2626b9933f8913563111f7af39c,155,25,0,17,25
s5344ed62c75b3e679f2363c77c5323f6,15,0,2,2,0
s4c5c5466c3e53d319bb0329a161e88ae,14,1,0,1,1
sd8982dfbb0bf368f87b066d9b9e0d83f,341,11,0,10,2
s8f4b48677293360fb5b28866872227a2,334,3,0,3,3
s8ca44de0f3e3399ca0c24c226a2c6feb,39,8,1,7,8
s5d142015484d379db37aea620faf5535,1227,45,9,35,10
s82b3cc5598bb316f96b1f6b3df670404,138,39,8,33,35
s68b672a682c4330ab5dfdd275c2f05d8,406,65,2,53,49
s3a0ed38a94a138fe8fb6c76df5a13502,57,1,1,2,1
s52853334b74a31c78723a1984b5ce5aa,69,9,1,10,4
s0255b96c9d2433698fb3497e51ac9f54,62,239,0,27,134
s9e20d830e0f23f75a04d7101a6a516a3,518,5,0,5,4
sc64433ab33433d3ba7da82838c6c0d4e,1725,112,148,217,6
s2ce1dfd6563230c0bf71e117fac68a09,182,7,1,2,7
s6afd7a403c833e91a3f24dccb17759d1,1673,172,222,292,6
sb8f174b85ca23e159f00a5e2c116e574,143,38,0,30,7
s4369b23b7da53a7f909e150dc5af249f,1269,0,0,0,0
s61af433a1b3c3ffaac7a19120060cefe,1423,7,0,7,2
s66a8f90e009832759b6a0b40795f66af,421,15,0,8,15
s2f5e6ce56a2530f0930804b01ff4833e,26,1,0,1,1
sf6d76e507f083f2fb365b776710f0700,1230,178,0,120,31
sc15bb790d39f37dc812bd3577afd57ec,140,261,97,129,114
s13e8bb8596dd373f8cfc873c68a7bbeb,63,2,1,3,1
s79ec9fd3dcf93eb7a305fa7e49ef9cf7,586,5,2,7,3
s6a3be92a3cb939b5875b314af3de70b8,1376,141,41,144,5
s55ad5c4f1f973bda97514f0250e126c8,2115,495,6,107,64
sb17d41d714553d73bc9f8e4f7ebe8de8,13,6,0,5,6
sb0a88789023f378fb7253a150b103304,251,308,38,223,40
sab639366535c3e679a6a5da5f1d94ff3,403,8,0,8,1
s93da9cea67c4355485cfda768f88b5ae,1015,59,4,46,10
s973789d0c0e33e0fb08368ec5b8f06b9,14,1,0,1,1
s1cc98312f96133b9b2bd7a7fbd0d8a26,15,0,0,0,0
se49276e0349d3ce08d6c61bce98c7895,1176,61,14,54,4
s74b2eac8c68c3a3a920532f9ddeea155,23,30,0,20,30
sc7fbe7d5df3b3e778d7c4b7ee4320d4c,562,193,119,178,42
se886ed12233c32988c4c9b0ca72c2780,373,50,4,12,12
s71b68653fa44332ea95a9fa25095895b,13,0,0,0,0
se0677605fe16375ea9d5bdc2059ffb0a,271,102,0,39,24
s2e3c90889501360091788067b78e9f55,49,19,1,16,15
s93f1a07e5a9d39e49de1a1cd1580c475,855,13,0,12,4
sbef928e9cc2433809e34b5ac5d85114f,1329,162,0,48,41
saa89d6a180bc34fbbf589ffed63ab0b0,364,6,2,6,5
s011646b09b6d3e5eb60280062fe0e423,215,48,0,29,14
s490ad13282613697869222cea376011e,1098,4,0,4,4
sb09cba85ec6232b5a3cd09b687d89541,958,35,16,42,3
s3aeb29eda25a39bea0c17a4d3bc4e9b4,964,156,0,85,39
s8cdd294fda11337bbd15d9cd08ce3973,165,242,14,81,117
sdb7d0cba7d943424a80acec63195444d,114,30,0,20,3
sa4d4f05829483e8d8dfa0b93af53471a,20,5,0,3,5
s3805f231f0823649aa7b2c33436e6a91,1712,28,44,49,7
sc948ca5e606b3fccb36c71888297c745,33,17,1,9,15
s9cf8e91a4c2b3b2292bf35f4a4c168e6,103,33,0,4,6
s5a38f4b0ade43a1d83efdeceb166a778,36,2,0,2,2
scb97e8309df43c2fae842f57b5d6b0e5,131,0,0,0,0
s503ae8dddca039548ce641a868a91f78,528,159,45,129,13
s8c9e7451cadf36ff9a3a073bf9b6f9fc,13,5,0,3,5
se5b92fa1ad9f3a41a8292b07bdc76cd1,13,30,3,22,30
s015c53b3763f364e81f8ff99aa8f5dd1,873,91,32,49,77
s10cb65a10f8739d0a6bd789e43cc6f20,1543,127,112,182,11
s97e15b9f3547308aa15427b7d86ff6c7,361,44,6,34,33
s18e151953a41332e8b388022df245b2d,289,4,0,3,3
s51cf40c940a235e39559ffce196475b5,306,75,18,68,14
sf7d6a7d5b09131cab9faf72dbec14a43,1238,0,0,0,0
s4eb83c52cec83bf2aa374ddc2e6cfa10,411,40,0,33,2
s10cbe9278c633f519aa583e9cb25f077,25,342,0,92,342
sb7010d0e24fb3282a02e7fb54bcc29e6,75,10,3,10,3
sfe7c48a3df1c393091a849176231c191,27,26,0,21,26
s4ef27f318888372889018e844ab6800a,528,79,10,54,25
s28189bd6f15f3218ad345f443a5fd05b,13,1,0,1,1
s3e9d8f940e1037ffb66bcc2d91459887,14,1,0,1,1
s3b900cf88c773bf08e153e949f144388,13,0,0,0,0
s42f0e9f3768238d6b530181235ba5dac,14,1,0,1,1
s55051ee5945a3286818cfd966490e35d,42,101,0,35,66
s21c26eb8756e3e58af242b8f59b88983,28,2,0,2,2
sf2431b2e8c6535a5bb395b7c2ed2b146,123,23,0,18,10
s1ea7f9f42f793c3498c8e19c7fe9ee36,381,13,0,7,2
s7ab6ed083e8834399b9b97163a539bd4,19,10,0,5,10
s2b8cce6230aa3bb09b515142b6f3bc6d,16,15,0,6,15
sacb7061bc8de37cfb8488f9defffbec0,59,7,3,7,6
s8b5e5df401d23d1195596db33b254e70,31,9,1,5,9
s6c2b805be58935cabcef799ef0c93737,15,7,0,6,7
s00fa9cb21ac83620826e5ed09d7a1e68,522,135,3,60,8
sd251c6bffc373e6fa28d0857a3f9389c,39,2,1,2,2
sf8c7a6ac0b503d0582cf033e8e8bcb41,12,0,0,0,0
s62d635637df635ecab0ad54fbfbc5f8e,13,3,0,2,3
s8ff9e395c42b34bea3b0d8e96a49bca8,82,10,0,2,10
s223be22cd26c3e9aaba33229f1e6f32c,19,19,0,12,19
s6c86002bc4a63bb599c5d5629154fc4d,20,2,1,3,2
s6c19282f482e3081a87b2c1de587df7d,52,2,0,1,1
s972181fc877231d78b429b5990cf18d1,25,4,0,1,4
sc930639ab793390da1ed7d39ffe2dfe6,763,14,1,11,13
s7cb9907e66f831cf99a7a620908cd2f4,1684,28,0,20,1
s12b07b8cc94c36d7a861e4cf49897686,1600,488,0,83,85
s10ea37b15a0538e1a4926970950e232d,284,130,82,97,47
se97ed879a18e3fb5b05d1cdc712be415,1221,17,8,17,7
sae6af8208c323341870b5957a6187f01,365,15,0,14,2
sb54d4e1b75ad3456bac988c9967bd834,536,1,0,1,1
sc54139b9bf6235f3b4e205fd1e7bfb5e,17,0,0,0,0
s71e7c5f3d3e63c8692ced2c3f2ab8995,381,5,1,5,2
sd9d7528045f73fe0a258c14bafb0870d,12,2,0,2,2
s9f2dc256b6df3fefb45a4105fb51c1cf,1694,143,1,92,60
s3e5c35a70c1c3e4d9fd05e464768b6a5,27,3,0,2,3
s0f871b60277e3baea7366d0bd1332793,58,2,0,2,1
s84f23026a8ff316faa14f2baacf3a2a0,46,14,0,6,11
sc69a608ca9af3e5db8f73eb22cca9248,12,0,0,0,0
s571106cfd6693c83a7013787c4ea55a0,125,50,0,39,42
sc79643d125613b58a10c4c857ca26373,1554,2,0,2,1
s79064082da8e37208cff61baf48e21d7,128,20,7,21,17
sd9620aa03a9839dc9c70b270756e860c,1099,147,50,94,37
sb3e59b243dc538a4a5fad62f1017f760,1390,12,0,11,2
s6fb7dba98aa13b5eacb32edda3489a7e,517,52,22,64,7
s6bc1a3522c003544a659ec3a434bb774,409,115,9,79,16
sb9e062bdf8173712ba0751c1c0155662,881,22,0,17,8
s1e66f8a3959036b588e0bc515acb7b1d,14,1,0,1,1
s1ca62151fe103651b823f13240e8d20e,941,99,21,79,11
s8c605c7ab06236dd91a38bd3f55dffff,972,10,0,6,7
sd5656dcefe733b86aef6afa411812446,517,93,14,63,10
s4368c1097dce3ba8873272c41940fdab,477,29,1,26,5
s15be5d37f0f038f1910091fac9f76be4,65,17,0,15,3
s51e3652924df37a19c41e93f6270bc0c,190,88,0,15,19
s32908ac864673bdb9976321fa4611682,13,1,0,1,1
s60f8b7be2eec39679baccc6cde75d1a5,451,123,26,116,27
sa5bb8ca1ef1533faaad6cbfbc7169d75,1176,9,30,39,3
s884941fb8504357da895dc7e4b4a2e03,556,72,0,36,35
s8a532c0dd1833154bf35b1db111a9b3d,495,83,46,95,7
sf638b180ec3b35a293b9fa8b9abd544a,876,12,0,11,1
sbce05cd972d63df9924a46e99780fdc6,31,4,1,5,4
s20918ee438ed319eb50237fadc9ed633,199,16,3,17,6
s975a91690f5835e0be445e54e133d2d9,1670,40,9,26,4
s6d15ff2f325b3cc4a8b56b1c9e11666c,524,35,20,45,12
s9d27750a0da93f69804899f11197aabe,19,0,0,0,0
s35124e78c078363b8229173cfe726ba1,52,19,0,14,14
sca417759b0313c8581e6c958247a136d,14,5,0,4,5
sec283b4805e83300b64a83a385e86341,18,6,0,5,6
s8eea3fcffe17393592a0172d592578d5,19,1,0,1,1
s1a66d0d8fe253fb5a69ea30dc33e63f2,15,0,0,0,0
saf0e3ee39f5a30069286b4607401d1dc,478,14,0,9,2
s5ebb2ad6614f3c1db759eea28966aa3b,14,4,0,2,4
s2f775210e1f53b5aa903feac6c97d5ba,108,23,0,14,19
sa4b84e0dc5563a9c9fd6925e470ac394,1649,14,3,15,10
s1cbd37abfc07380085fa33d6d372b44f,1670,0,0,0,0
s85182a63064331a4b0c92d3e5defbdc5,50,2,0,2,2
s2842ea7ff3723e98a2dfd1f95da25b62,43,15,0,11,15
se995435b08e23c2eb91a99b4aa000550,1327,3,0,3,1
s5b4e62abf42a3d488d597ec8fa9f70d6,718,47,48,81,3
s717567ebc5543f7487a6039d31a13b1f,12,1,0,1,1
s1cb6032542ff3d13b7470c3c132ac7f9,20,2,0,2,2
s5ed6ee17819a3ac8990b1eab79ea083e,374,87,13,21,21
sd1153b35828535f3800b2f557195d8a5,29,0,0,0,0
sfaffd1ed13ac38d08bc1da5c105cc213,855,28,2,28,6
sf002da9cf24e3ec8a886f19d950d7d26,42,0,0,0,0
s4e10e70e2d7f393583e237dfb4ac8a4e,366,0,0,0,0
s984f2f786fdd30ae95b2627b28ba71a9,13,1,0,1,1
s400cb5952e8d342a9e61ba3d1b4c1244,26,15,0,5,15
scb6f037ff11336b78d7b4898a6a7dfd1,247,528,236,529,391
sf658487418e03b958cb42f725f328133,12,2,0,2,2
s5f290d853a1c39478c081b1b29185cbd,470,36,0,17,24
sb0c40c8675c337c7bc91a5756e64e843,43,15,0,8,9
sfe672fcda47e37f68c7f87254ce0da3f,1307,136,34,146,16
s76ab39142a4c3df1b5d719739679922a,12,2,0,2,2
sa7ca4ad3677e3aefbcb976a7442aeb37,12,3,0,3,3
s068826ff3cf73ca39a703cc240152228,743,16,7,19,1
s276c0eddd7ac3c93b49d901889ab75f7,152,2,0,2,1
s657234dc95e5369183cd7322cfbbe817,1222,6,0,6,1
s81c3deb0b43e39f28e3a136e8e9246fc,461,149,69,164,42
s51fb487ad17d35a1a7e296e89959f9c1,1236,18,13,26,2
sc98b5e33faa23492af8c869ffef54370,14,15,0,11,15
sdab3636baf9030428f84a65140c5bcc1,609,54,12,51,3
s00884d8e3fc13e2c9023724ce1ea819f,1014,28,10,34,4
s4d8881bc880838b292b6433da7f5a76e,14,0,0,0,0
sc924ce7054bb35d181a4aaeb7acf9ac3,166,4,1,5,1
s2e9753b61b6631abbcc9c3a4f239c724,20,3,0,3,3
s3ccde6ed39b0385fa9671e49b07abe56,19,59,0,30,59
s46b8aebbf4a035208730ff273e40bffc,223,2,0,2,1
se2fb539a477f358db1145b28acffbe0d,60,25,1,13,23
s3634dc274c733379a4ec982492f54ce9,223,47,4,27,6
s11ffd0e75b853d829a1a28b571831bf4,220,121,14,33,53
s321815857cf53b74b5b4c39b0e5397e5,1256,1,1,2,1
s9d626c87cda33c0a8f1973c5d20b64e6,39,76,1,30,76
sf1b1873a578637279461d47edbccd2cd,2881,22,89,106,11
s1342976580843f26b206a3237512fbbd,180,3,0,2,1
s0fa3ee7b6689377bb8eecf46caa90bd7,269,0,1,1,0
s83b1b23dc24d32a0b7721f0723c7f467,1524,74,4,61,1
s7aa0866837573cc7b535bf0c58d532b6,18,20,4,18,20
s9fc86d89aa3d3c578f8831e47163bfa6,397,89,45,126,24
s98cda54385213e76945a61f7049da273,595,67,54,92,5
sbbb020cb26133fc3893f0f95b3ee5b60,1178,2,0,2,2
s7d321d4e9ee532b7821934ff434c6de2,1042,93,42,67,21
s938d81eca19938fc818c728bed4492d2,16,3,0,2,3
se71a7523d04135248b1f57bc445dc1c2,493,3,4,7,2
s263e3420deb7330dbcdec1d7c823332d,1390,71,46,60,22
sde9198f0f7db38758e3468a67078c00f,434,83,3,30,31
s65d994f9fce830ffad39cfd379506439,12,3,1,4,3
s04b3158743e83c24bfdc38d0b3e28d53,24,22,0,14,22
sa7d87225aafe3bab9b40c74fb0263a64,54,6,3,8,4
s8eecde60292432afa83b7f87c2aa3706,146,34,0,26,12
s8ca18a7afe5632d18389e44499ecf97c,53,1,1,2,1
s1bbe25a1690f3224b951db02896bbaca,25,22,5,20,22
s256138512f9f3504adae93cee5377c34,280,65,14,45,36
s2db7adb3551b37cca93e5370e4463f3e,514,3,0,3,3
sed95f118483632da81ac5d164097d652,45,6,0,5,3
sefc3fa3a185e3b8e98db6eadeeeda2a1,46,75,5,16,55
s03ae01c0923d3233a629b2a3608bb075,1016,368,29,109,13
s929e7beb43233a72a4ebcaf0f3c8fcb6,20,23,2,10,23
s749674537f7833eb853b63e2ed5bc470,993,0,0,0,0
s718b6247fa7a351596c98954c022c34e,183,395,0,224,83
s866db6ca32683ed7b938c42400b8d7d4,84,33,0,19,15
s7f90a9c7f93f3fc58c0b4546bda0ba16,13,1,0,1,1
s73a3370975633c17b0b2ba27f455d943,398,0,0,0,0
se2e0eb7d998a37da886fd2774707798a,216,31,0,24,9
s111c9631f6583ab3b7e4f50046ea327e,42,35,2,31,24
s0ad54a9d4db53164b18092d8bbd5eedb,23,3,1,4,3
s49318a97fcc53807bf8e77a42f33ab94,244,36,10,36,15
s95fe6071bc8f382c92e400e806ecd55c,45,12,0,9,12
sc95f0ac52d6d3a0d85421368da839adc,554,1,0,1,1
s3233ff3a6dfa3d6689f492e223c3484d,310,30,22,36,19
s34fabbad075936c5bdd52b876625a519,73,176,53,81,97
s75a98482db493a1b8c211a1f99bf8407,263,28,13,30,10
s3cdc2ddfbd2334adb834a6e02c44a5e6,1562,256,51,70,1
sad70c9326394319aaa250b097c357db6,924,22,10,28,16
s344248715bff35a895105a3a67f57ec1,1569,27,32,58,1
sa546266b5c2f360da7842447713fcf55,1370,64,89,140,1
s8dcf2a4ca1ed34bf9efe75f51eb08855,12,2,2,4,2
s3f94347702b43089b152d3fca892240c,36,1,2,3,1
sb066a695883f3b8d85db27f3353025cd,608,25,15,28,7
sdca2f6058637336194f56eb914dca54e,21,8,0,5,8
s6bda5d196852388a921622efba4acd99,1636,39,17,45,3
s43adabb822b7352a8d51946084dfc19c,133,1,1,2,1
s0113154bde073f2eac3c134efea0d02f,895,14,3,16,4
s4b818161e83836ea84244f1418ae2226,272,77,36,34,35
sed22504e3d453b7cb6f7623b135bd6bf,19,67,0,28,67
s5cac98a72a5e346c836b7667e7f8c78e,351,5,1,6,4
s3187b6679de432728f5daafce58e876c,12,1,0,1,1
s8d4a5c84713538899b736cfe1c49bf2c,16,1,0,1,1
sed1541a221ef38f78e541d7264833ba4,48,28,10,18,9
s41bb2c73c34736b7bad34c156d86dc46,793,0,13,12,0
s40aeebb81aef3fcca00d4a5cd301216a,12,1,1,2,1
s42491c50bbd837e0b8667e1412229e56,819,0,8,7,0
sd7ae9e648cd83b40b8f42a92ba858fd7,940,69,9,38,6
s338eed2c915a3c53b6dd8167ee75a8cf,12,0,0,0,0
s23bf3b9ce7643a7fb1354521a04a28a1,12,3,1,3,3
sab4a39a8fa7832b78366de387287544b,112,7,0,7,2
scb25b649d637395f9bf760645e2fdf81,12,1,0,1,1
scbad469b93243e74a3ce1aeb027cda6a,1082,21,3,19,1
sfb97a0c4a0ce385fb418ab94b0e0ca41,190,307,0,230,57
s926d7bd1f379389ea667358732c472d4,85,45,15,30,31
s9060136a83413289b16488b87f8e406d,12,8,0,8,8
sc45fc0092fb33a4c840d565da24b7797,1152,47,0,35,1
s17c07fa8564e301b826baed49e5a9998,108,18,20,26,13
s422321daa5803836af5d894bc0aa947f,323,13,4,13,10
s623f1b0ec2da3324b664e5361523b0aa,2918,256,9,90,25
s3c5cf48c2b873efb9c998bdbfcdb1dcf,46,47,3,33,19
sae7d755220743ff48479e7e957c6c791,500,2,5,7,1
sa334befc088033cd847b9c327c178de5,68,16,17,29,15
s49416328dba53552ac43ee33f3dac06b,17,2,2,4,2
s7c28e9374eb33ae195fc7b4af327d4af,765,11,0,9,3
s54f09c2e9eec342ca33e7e1d30de352a,219,83,45,43,26
s0bb9dd578fa338c390b893e872490cc4,496,407,0,183,43
s5075ca6b02d93a4185694f8c9b496375,56,5,1,6,5
sab203fb410b43eaa83d03d47f3e94954,1450,14,0,13,1
sf845da3c27443e28ad374e03e1828c35,333,153,31,89,47
s79070b2ad64b342b9757d987522c2efe,78,4,3,7,4
sa301cd5828763f37a5000ad9d4736ff9,14,9,2,8,9
s0c7647efa3813973934fecef97a514c2,13,3,0,3,3
sc5b4b94604b2390ab149a0bb15a372eb,547,9,0,9,7
s5397b0469bf337d5826adfa5555fbca7,29,17,0,12,17
sf1cc250fe06533cdbfbea9cc0a6bbdbb,15,0,0,0,0
s1ab714f651d636f09b8cfdcccae18ef5,203,21,0,18,4
s1b26e1de66083d3682d09b5af2b0df5e,12,3,0,2,3
sd0013dafc1f0355f818afaefc991461d,12,22,0,17,22
s4ae4120ed55c3caf8a3b92937d1295a5,35,1,0,1,1
s5f9157d3c4cb3d40b5fef0af6f373ab1,797,51,1886,1307,3
s7dc28565b32d3c959dadd9a36b7713ec,12,1,0,1,1
s1a2607b3979d3eb2aa9b1c673df1d5c0,18,0,0,0,0
s44bb738ad0103e249a85c7325aea7234,17,3,1,4,3
sc27ad158971d3031a09ccb58759ad96a,71,48,7,27,25
s8987c9df33f035298133a0c66a59396f,27,9,1,7,9
sc256ae9b852b354fb6e8e6eafa7838fb,1967,4,5,7,0
s0a969c25a8cc3cb9aee890fe0cf3dfd9,14,1,0,1,1
s25343ae984ff37049ac18a1cfd570376,12,0,0,0,0
s94e2bfe72a3c3cdfb57bc1d9564956d3,1422,24,2,10,9
s97a2b5c401db39249e754f73fd00aedb,209,19,0,14,6
sc070a217c8463e4c9c7604c84c01b738,141,146,0,50,26
s43a385d847893117a8403abdb2f25ade,12,0,0,0,0
s6f6f19f6cc763942ac634a3781b46273,1748,27,8,33,2
se38bb76d0d223d08b5a9d04622ffb459,1734,69,34,81,5
sbb89a5dc2c313f20924ef22a14194588,12,0,0,0,0
s6ec1ba15feb9351f80318149f22967d1,15,5,0,4,5
s862af70c5db734a496a6170dc5b7518c,416,0,2,2,0
s30c6b6770dee3bb1b02cd6e985762e2e,508,323,162,267,65
s4f36d75152883ed8909e865404e7b8d7,187,42,9,33,24
sb00f1c9255943be6932f4069480ffeee,12,2,0,2,2
s57ae756e12013c0d9a09cb02b858ecb1,12,1,0,1,1
s2d0419008511377ea5569d914e06a34f,37,7,0,6,6
sffe38776311736b6af00baa6fc3a4fd7,12,3,0,2,3
safd17f2a327e3a12842249faa35d1da4,12,20,0,13,20
sd4b2c123a15e33f8bb855d9c9ae1ae52,41,8,0,4,4
s2816eee382c73e62a3902416d19f28c3,12,0,0,0,0
s84ea063e6bc538208e3764f9267fd2b8,1276,966,1,559,47
s6bb1857794483a36b7daae4af6865f9d,45,11,1,8,7
s30e2aee5510232738c7e5a61d0dccd90,17,0,1,1,0
s47e1f22f27af378d8cf041c8f068ac2d,70,142,0,45,16
sd42db50aba893eaf8ed2c903967f9ca0,47,3,0,3,3
s0bec5bff97863d98a2a25416f3707ef8,15,2,1,3,2
scf1bf50e993e30b8a82437149367c324,12,0,0,0,0
s881c016a10613e22a0387eb54fe1b5bd,220,2,0,2,2
s6133cfb942c43c90bba79a021b1b7152,1544,815,221,499,29
s908a25abe5383aafa52dd80e689517aa,800,40,1,26,40
sa11bceb9caef3fa6bf7ee5baedcb277f,13,0,0,0,0
s8102a5fea5cd3213ad1e13da65aad10e,123,177,21,58,46
s21fef1e56acd3578a3901ff95fef2004,134,101,22,50,42
s8005aee860fa32279906b46d06d81f5b,962,62,0,26,2
s322738c51da5394bade6d909ed692550,420,20,5,18,4
se448035a45ac3b7ea44f4d4bae55ae1d,16,1,0,1,1
s443e5dfdce643f4bb89416d6b3fc0588,533,12,0,9,12
s2b6d46327ff4336e96de1385fa286ae2,386,88,6,26,20
s1fc2539b80ac3495a69af8ca4819dc91,1509,108,14,97,20
s75c25772a99d3ea5954c00218bdf4606,22,2,0,2,2
saaa05d92bc8c3795befe0036f34fad1c,1556,23,0,20,3
sbe1223b17d92343d813dbb82257009b2,1253,58,0,52,4
s594c33a34d38399ea73b71b2f502f72d,57,1,0,1,1
sc1d079c7eed33aa7922db8f5f60ed861,71,49,12,22,28
sb6c7e36448ef3f3c813a7ad01732af8b,36,2,1,3,2
s952200fb9bf23d9eaeb607dfcf62badb,14,12,0,7,12
s4d84437f21f931ccbbb9d1d731601986,13,1,2,3,1
s8f12bc05d0b135fab244d4ce27320b19,44,2,0,2,1
s01d22e4f65f13f5992c38997449a0d03,46,7,1,5,7
s7db83cafe84932b095fc5dfd4e51deda,17,7,0,5,7
sd43c3b46d61f3d0b97cce6bf08096fee,16,5,0,4,5
s36ea37a0daae3ed1a6be5857d6a8ade1,12,2,0,2,2
sf573210f098f3c01a910bbd402cc5a3c,19,1,0,1,1
sa2cc7298e2aa3e22a59448bb64add97c,17,2,0,3,2
sdfd3a2de0dc93042a962ccd8213a6266,12,1,0,1,1
s6f98224b361c3a78b159e9af43c3466f,25,15,5,14,15
sa3b783f15b623e6abdb810089a78497f,14,1,1,2,1
se4aebec6fc57397e9cd51ed309608939,14,0,0,0,0
sa399a0bfc1a83828a0b9fdd62da99e0b,120,51,0,19,29
secc3702315af338da12f60b3ab57c819,104,1,0,1,1
sa557980d46c2396a8bbcdcc986dae79a,169,28,11,32,10
scd22cd49e0753eeb96a11ae0c7bb88a5,12,0,0,0,0
s110c530aee8c36509c955b4b4af99277,976,3,0,1,3
s7aff08bf72313ffd9e02e4d515cf9864,19,0,0,0,0
s84da076a79503c408cc35d851a1162c6,14,9,0,9,9
s3b0bbd94a19139f7be8ef412da34ec66,18,5,0,4,5
s299ea9eb14003d8f9142ed7fdaf1823e,13,0,3,3,0
s49f554101e01363b9116d1d6642f1555,12,1,0,1,1
sbfb8cedac4d43382bba4bd8922a626c9,16,2,0,2,2
sba3431f491e83e1282656b73565779de,25,0,0,0,0
s6791b53cc2cc3e6f9eb29b30edfe7001,320,1,0,1,1
s2f7a5848ce2a3a12aa900a092c45c768,15,21,0,14,21
s32c0d75c2fb5344d85c42f5c373d0f11,455,12,33,42,7
se65fa027cf6437edb334bc812e4e330d,13,1,0,1,1
s3d77ddccdfb83eefa5c107e03c473603,12,1,0,1,1
scab03c51bea63450a3f7340c0578112a,14,5,0,3,5
s03efe97e2e3e3767a986a5df178fda22,50,116,0,21,89
se0fcd11e39fc31be8a4c8f2cec642521,17,0,0,0,0
sc83861ad11c93bbdb69f870fd0dd2ca2,388,28,0,13,3
sf856938f5fb7367884e55d093863a569,900,8,0,8,1
sc4221be927ae3fe1862a344a3fe94533,55,4,0,4,3
s6f3301c6111a366484ebf5f63c405a17,35,6,0,5,6
sf0d900bd305339d0beee0dbbae63b95f,101,9,0,8,4
s69e7072abeaa389a89473fb460a22d5f,1472,94,0,23,9
sdbae67f589f63141a683638182b81dae,13,2,0,1,2
s91b7ddead679305e9fe847bcd5ca03a8,71,56,0,10,19
sa651a8f3802539dc85f784b0427d4d40,2392,18,8,25,2
sb2db26383ef53ea49b3a9fa8df4e7ab5,12,2,1,3,2
s83a43659de0736a4ab7da9d2c1d38361,29,0,0,0,0
s672ebae81c8a3ad3bb7129c45602702f,1522,144,12,63,13
sf3dcc836442b37c48b596d5c9f9caf60,1597,53,29,68,4
s60e6582b1ed439fa8a728dbea8917c54,1577,227,16,137,53
s37986b0cfb0c3b19b04e7d4840ca764b,145,28,9,33,7
s5c9b31f7e82939a9b9cfd1dbfa032b86,399,89,0,65,22
sf8dee6d2e0b03947b9c6dbfb4b0d15f6,869,144,20,120,39
s33c0c710f50c3aac9b95d079d5384397,123,7,0,6,5
s509a3d690f4332e58e781bb5b166be40,613,55,0,15,9
sc0e1b4d6fa913de59f26f6c0918fbdd0,20,1,1,2,1
s02a90ff95a7931c1a320fd81745a91f7,975,110,17,91,14
s80d56e50b9b738c08dab2552691d50d4,20,19,0,16,19
s9f4c523527d63d2483827b1035d1d5c6,43,4,0,4,3
s199531905b923ab1a42be4d4f3f9eb88,14,3,0,2,3
sb8c7a865fb6e3cae98dd3f0b9644a1fa,1758,39,20,54,1
s5300489fa0c436cda795d206c5c125a9,45,8,0,6,7
s4bf3db12d2b43e08b5daf0a63dbb2ff6,909,51,2,41,4
s842a5875e1653a00ab02e640260a8f3b,60,64,2,20,59
s349b72ad664030c6b41a398d6c6199cb,80,1,0,1,1
sa750b400146f3e16bcc53884c5c269cb,480,6,2,6,2
s774cd40f3bf630b5817b0da7901336cc,1743,11,1,11,6
s8c5343ca21c139d8abfb261726bcc884,465,15,3,16,5
se2243a9d8cac323bac43606ac73f4cd0,50,1,0,1,1
sbaee8cea62563347b8195f014a22ffc3,13,2,0,2,2
sef83780a5df13452a930e9e1669947da,16,1,0,1,1
s5b14c1f1e75c383eb856b0b4936e54c8,1513,213,11,149,21
s7364a25aa95f30f089fdad14288384ad,152,98,75,80,44
s54442fbcd6923392ac0df3d9ed5fc0e1,28,25,2,16,25
s2a6c202e39923fd28ccd0f3bce4ad343,95,5,0,2,5
s0b38c1bd46a932cb970f760900eae403,12,6,0,6,6
sa6bbfb71a32733b78ca16258fdffb6e1,761,1,5,6,1
s2fc6cf26c31f31f0a37de04b5ddc5aba,15,6,2,7,6
sdd59ca506c8d3a02b8208860175e9e08,131,45,0,12,23
sc0843ed169e23957923a2bb31637d8cc,1294,99,11,102,2
s936895e2d4f2374885a0005fd3b6107c,1655,5,0,5,5
s24e093afaca93b0a84d1953e6782e8e8,212,1,0,1,1
sb73dcd204523330e8211586c887e7ddd,15,56,0,16,56
s0c675045d4bc32638dc5f70a198b2804,239,194,0,73,29
s94fca139d9133ab1adb6d01eec147749,471,74,2,55,7
s878db002b6f637dbb8e315f9d9d7a8cc,29,1,0,1,1
s0aa12cf8defc33ce915f3530cabd8aec,510,0,0,0,0
s0092de84be5e3f4abe1036397246a356,324,4,28,32,1
s9d56c7be09e23858943439a63aae4956,13,6,0,5,6
s65f0f46cd812366a81ec0ccec8de9fb9,23,5,0,3,5
sa324f99d9d7731148e74ae56ef4af592,863,2,3,5,2
sc829016350ef32e58955df7426f3e4c5,93,164,14,56,30
sbf23a941254e30f9bdc1c4304887b7a3,25,3,0,3,3
